Timestamp,Param_1_CPU 总体占用率,Param_2_CPU 核心1占用,Param_3_CPU 核心2占用,Param_4_CPU 核心3占用,Param_5_CPU 核心4占用,Param_6_CPU 核心频率,Param_7_CPU 逻辑处理器数,Param_8_CPU 芯片架构,Param_9_CPU 封装温度,Param_10_CPU 核心 1 温度,Param_11_CPU 核心电压,Param_12_CPU 功耗,Param_13_GPU 总体占用率,Param_14_GPU 核心温度,Param_15_GPU 核心频率,Param_16_GPU 显存频率,Param_17_GPU 核心电压,Param_18_专用显存占用,Param_19_系统内存占用率,Param_20_可用系统内存,Param_21_系统内存总量,Param_22_页面文件/虚拟内存,Param_23_磁盘/存储占用率,Param_24_磁盘读取吞吐,Param_25_磁盘写入吞吐,Param_26_磁盘读取延迟,Param_27_磁盘写入延迟,Param_28_磁盘温度,Param_29_加速度计 (X轴),Param_30_加速度计 (Y轴),Param_31_加速度计 (Z轴),Param_32_陀螺仪 (Pitch/X),Param_33_陀螺仪 (Roll/Y),Param_34_陀螺仪 (Yaw/Z),Param_35_磁力计 X 场,Param_36_磁力计 Y 场,Param_37_磁力计 Z 场,Param_38_气压计 (大气压),Param_39_环境光传感器,Param_40_接近传感器距离,Param_41_GPS 纬度,Param_42_GPS 经度,Param_43_GPS 海拔高度,Param_44_GPS 地面速度,Param_45_GPS 运动航向,Param_46_GPS 垂直精度,Param_47_GPS 水平精度,Param_48_重力矢量 X,Param_49_重力矢量 Y,Param_50_重力矢量 Z,Param_51_线性加速度,Param_52_旋转矢量传感器,Param_53_电池电量百分比,Param_54_电池端子电压,Param_55_电池电流流速,Param_56_电池内部温度,Param_57_电源充电状态,Param_58_电池健康容量,Param_59_电池剩余续航时间,Param_60_环境温度模拟,Param_61_环境相对湿度,Param_62_麦克风声压级,Param_63_设备朝向 Alpha,Param_64_设备朝向 Beta,Param_65_设备朝向 Gamma,Param_66_计步器步数,Param_67_单步触发器,Param_68_显著运动触发,Param_69_主风扇转速,Param_70_次风扇转速,Param_71_水冷泵转速,Param_72_主板温度,Param_73_NFC 无线状态,Param_74_手电筒/闪光灯状态,Param_75_红外发射器状态,Param_76_Wi-Fi 热点名称 (SSID),Param_77_Wi-Fi 信号强度 RSSI,Param_78_Wi-Fi 链路速率,Param_79_蜂窝网络信号强度,Param_80_蜂窝网络技术类型,Param_81_已配对蓝牙设备数,Param_82_蓝牙信号 RSSI,Param_83_网络上行带宽,Param_84_网络下行带宽,Param_85_已发送网络数据包,Param_86_已接收网络数据包,Param_87_屏幕亮度等级,Param_88_屏幕刷新率,Param_89_屏幕分辨率宽度,Param_90_屏幕分辨率高度,Param_91_光学心率 (PPG),Param_92_血氧饱和度 (SpO2),Param_93_指纹识别传感器,Param_94_人脸识别状态,Param_95_操作系统运行时间,Param_96_活跃运行进程数,Param_97_活跃线程总数,Param_98_本地局域网 IP,Param_99_SIM卡就绪状态,Param_100_设备静音物理开关
"2026-09-08T14:38:29.231Z","29.8%","18.1%","24.6%","18.9%","14.1%","2.4 GHz","4","iPhone","39.1 °C","42.0 °C","1.12 V","3.9 W","9.3%","39.6 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","27 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:38:34.431Z","11.1%","17.3%","17.4%","19.8%","31.7%","2.4 GHz","4","iPhone","39.4 °C","41.0 °C","1.12 V","4.6 W","17.1%","39.4 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","32 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:38:39.630Z","13.2%","24.5%","18.7%","21.9%","11.0%","2.4 GHz","4","iPhone","42.1 °C","41.2 °C","1.12 V","4.1 W","8.4%","39.5 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","38 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:38:44.830Z","10.3%","25.8%","28.7%","22.2%","17.4%","2.4 GHz","4","iPhone","39.5 °C","41.8 °C","1.12 V","3.7 W","7.0%","42.7 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","43 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:38:50.033Z","27.3%","25.0%","14.8%","18.6%","6.4%","2.4 GHz","4","iPhone","40.5 °C","42.0 °C","1.12 V","4.5 W","5.4%","42.4 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","48 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:38:55.233Z","34.6%","29.2%","22.7%","19.1%","31.9%","2.4 GHz","4","iPhone","41.9 °C","38.8 °C","1.12 V","4.7 W","10.7%","41.0 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","53 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:00.434Z","28.6%","29.4%","15.1%","15.9%","25.8%","2.4 GHz","4","iPhone","39.0 °C","41.8 °C","1.12 V","3.8 W","17.3%","40.8 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516699°","100.241128°","18.9 m","0.0 m/s","180.0°","3.2 m","5.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","58 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:05.634Z","34.3%","30.8%","23.9%","29.1%","22.9%","2.4 GHz","4","iPhone","41.8 °C","41.2 °C","1.12 V","4.6 W","10.4%","40.0 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516705°","100.241149°","21.4 m","0.0 m/s","180.0°","3.2 m","5.3 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","64 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:10.845Z","15.3%","5.3%","6.3%","34.6%","11.0%","2.4 GHz","4","iPhone","40.6 °C","40.0 °C","1.12 V","4.2 W","17.9%","39.1 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516734°","100.241146°","21.6 m","0.0 m/s","180.0°","3.2 m","4.7 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","69 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:16.057Z","13.8%","18.7%","33.5%","34.2%","23.2%","2.4 GHz","4","iPhone","43.5 °C","37.1 °C","1.12 V","5.5 W","18.9%","40.3 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516742°","100.241146°","22.1 m","0.0 m/s","180.0°","3.2 m","3.2 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","74 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:21.264Z","19.4%","11.9%","23.0%","30.8%","15.9%","2.4 GHz","4","iPhone","42.3 °C","40.4 °C","1.12 V","5.1 W","11.2%","39.9 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516746°","100.241146°","23.3 m","0.0 m/s","180.0°","3.2 m","2.9 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","79 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:26.470Z","23.5%","34.7%","14.1%","14.3%","13.5%","2.4 GHz","4","iPhone","41.3 °C","40.3 °C","1.12 V","3.7 W","10.0%","41.4 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516746°","100.241145°","23.5 m","0.0 m/s","180.0°","3.2 m","3.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","84 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:31.674Z","10.9%","33.0%","30.7%","31.8%","19.1%","2.4 GHz","4","iPhone","42.9 °C","41.8 °C","1.12 V","4.6 W","10.2%","41.7 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516746°","100.241145°","23.5 m","0.0 m/s","180.0°","3.2 m","3.0 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","90 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:36.877Z","26.0%","12.2%","24.0%","19.4%","26.8%","2.4 GHz","4","iPhone","38.7 °C","39.7 °C","1.12 V","4.7 W","10.1%","39.5 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516745°","100.241145°","23.5 m","0.0 m/s","180.0°","3.2 m","2.9 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","95 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:42.079Z","17.7%","34.8%","33.8%","22.5%","25.7%","2.4 GHz","4","iPhone","41.5 °C","37.2 °C","1.12 V","4.2 W","19.9%","41.9 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516745°","100.241145°","23.5 m","0.0 m/s","180.0°","3.2 m","2.9 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","100 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:47.284Z","19.7%","18.5%","31.0%","11.5%","27.6%","2.4 GHz","4","iPhone","40.9 °C","38.4 °C","1.12 V","5.3 W","5.8%","42.9 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516746°","100.241145°","23.5 m","0.0 m/s","180.0°","3.2 m","2.8 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","105 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:52.493Z","13.4%","18.3%","22.2%","25.8%","5.8%","2.4 GHz","4","iPhone","41.9 °C","38.6 °C","1.12 V","3.9 W","9.6%","41.7 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516746°","100.241145°","23.5 m","0.0 m/s","180.0°","3.2 m","2.8 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","110 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:39:57.693Z","16.1%","34.9%","8.9%","13.4%","32.7%","2.4 GHz","4","iPhone","38.1 °C","41.9 °C","1.12 V","3.6 W","7.5%","39.3 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516745°","100.241145°","21.3 m","0.1 m/s","180.0°","3.2 m","2.9 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","116 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:40:02.894Z","16.6%","10.5%","19.0%","14.7%","12.7%","2.4 GHz","4","iPhone","42.7 °C","37.6 °C","1.12 V","5.2 W","12.6%","41.1 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516745°","100.241145°","21.1 m","0.0 m/s","180.0°","3.2 m","3.2 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","121 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:40:08.094Z","28.1%","12.5%","28.9%","22.8%","22.1%","2.4 GHz","4","iPhone","40.8 °C","41.0 °C","1.12 V","5.2 W","8.3%","40.8 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516736°","100.241145°","21.2 m","0.0 m/s","180.0°","3.2 m","5.9 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","126 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
"2026-09-08T14:40:13.295Z","15.2%","12.7%","17.8%","25.6%","33.1%","2.4 GHz","4","iPhone","41.8 °C","39.1 °C","1.12 V","5.0 W","18.9%","40.5 °C","650 MHz","1600 MHz","0.95 V","1.2 GB","42%","4.8 GB","8 GB","2.1 GB","64%","124.5 MB/s","45.2 MB/s","1.2 ms","2.4 ms","34 °C","0 m/s²","0 m/s²","0 m/s²","0 rad/s","0 rad/s","0 rad/s","24.5 µT","-12.1 µT","42.8 µT","1013.25 hPa","350 lx","5.0 cm","6.516731°","100.241143°","21.2 m","0.0 m/s","180.0°","3.2 m","5.8 m","0.00","9.81","0.00","0.02 m/s²","Quaternion Active","100%","4.15 V","-350 mA","31.5 °C","充电中","98%","6h 45m","24.5 °C","55%","-42 dB","0°","0°","0°","4,821 steps","False","True","2200 RPM","0 RPM","1800 RPM","33.2 °C","Enabled","Off","Idle","Secure_Network_5G","-54 dBm","866 Mbps","-88 dBm","5G-NR","3 devices","-65 dBm","45 Mbps","180 Mbps","14,209","28,410","80%","60 Hz","393 px","852 px","74 BPM","98%","Active","Standby","131 s","142","1,204","192.168.1.105","Ready / Active","Unmuted"
